sentence,label,Article_ID,Sentence_Index,Total_Sentences,Role,Specificity_Score,Conditional_Future,Privacy_Security,Public_Impact
"തിരുവനന്തപുരം, എറണാകുളം, കോഴിക്കോട് പ്രദേശങ്ങളിൽ യെല്ലോ അലർട്ട് പ്രഖ്യാപിച്ചതായി കേന്ദ്ര കാലാവസ്ഥാ വകുപ്പ് അറിയിച്ചു.",1,ART_0007,8,14,SCALE,0,0,0,0
അടുത്ത 48 മണിക്കൂർ നിർണായകമാണെന്ന് ഉദ്യോഗസ്ഥർ പറഞ്ഞു.,0,ART_0007,9,14,GENERAL_DETAIL,3,0,0,0
സ്കൂൾ വിദ്യാർത്ഥികൾക്കും തൊഴിലാളികൾക്കും സുരക്ഷ ഉറപ്പാക്കാൻ പ്രാദേശിക ഭരണകൂടം നിരീക്ഷണം ആരംഭിച്ചു.,0,ART_0007,10,14,GENERAL_DETAIL,0,0,0,0
വൈദ്യുതി വകുപ്പും അഗ്നിരക്ഷാ സേനയും അടിയന്തര സാഹചര്യങ്ങൾ നേരിടാൻ സജ്ജമാണ്.,0,ART_0007,11,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0007,12,14,GENERAL_DETAIL,0,0,0,0
മഴ ശക്തമായി തുടരുകയാണെങ്കിൽ ചില ഭാഗങ്ങളിൽ ഗതാഗത നിയന്ത്രണം ഏർപ്പെടുത്താൻ സാധ്യതയുണ്ട്.,0,ART_0007,13,14,POSSIBLE_FUTURE,0,1,0,0
കാസർഗോഡ്: ഓൺലൈൻ തട്ടിപ്പ് പരാതികൾ വർധിച്ചതിനെ തുടർന്ന് സൈബർ സുരക്ഷാ ബോധവൽക്കരണ കാമ്പയിൻ ആരംഭിച്ചു.,1,ART_0008,0,14,EVENT,0,0,0,0
"വ്യാജ ലിങ്കുകൾ, ഒടിപി തട്ടിപ്പ്, നിക്ഷേപ വാഗ്ദാനങ്ങൾ എന്നിവയെക്കുറിച്ച് പൊതുജനങ്ങളെ മുന്നറിയിപ്പുകൽപ്പിക്കുകയാണ് ലക്ഷ്യം.",1,ART_0008,1,14,PURPOSE_GOAL,0,0,0,1
സൈബർ തട്ടിപ്പിന് ഇരയായാൽ ഉടൻ 1090 എന്ന ഹെൽപ്‌ലൈൻ നമ്പറിൽ പരാതി നൽകണമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0008,2,14,PUBLIC_IMPACT,3,0,0,1
പരാതി രജിസ്റ്റർ ചെയ്യാൻ ഓൺലൈൻ പോർട്ടലും ഉപയോഗിക്കാമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0008,3,14,GENERAL_DETAIL,0,0,0,0
കഴിഞ്ഞ മാസം മാത്രം ജില്ലയിൽ 5000 പരാതികൾ ലഭിച്ചതായി സൈബർ സെൽ വ്യക്തമാക്കി.,0,ART_0008,4,14,GENERAL_DETAIL,3,0,0,0
വിദ്യാർത്ഥികൾക്കും മുതിർന്ന പൗരന്മാർക്കും പ്രത്യേക ക്ലാസുകൾ സംഘടിപ്പിക്കും.,0,ART_0008,5,14,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0008,6,14,GENERAL_DETAIL,0,0,0,0
"അപരിചിതരോട് ഒടിപി, ബാങ്ക് വിവരങ്ങൾ, പാസ്‌വേഡ് എന്നിവ പങ്കിടരുതെന്ന് പൊലീസ് നിർദേശിച്ചു.",1,ART_0008,7,14,PUBLIC_IMPACT,0,0,0,0
"ആദ്യഘട്ടത്തിൽ കട്ടപ്പന, അടിമാലി, മൂന്നാർ മേഖലകളിലെ കോളേജുകൾ, ബാങ്കുകൾ, വ്യാപാരകേന്ദ്രങ്ങൾ എന്നിവിടങ്ങളിലാണ് കാമ്പയിൻ നടത്തുക.",1,ART_0008,8,14,SCALE,1,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0008,9,14,GENERAL_DETAIL,0,0,0,0
സോഷ്യൽ മീഡിയയിലൂടെ ലഭിക്കുന്ന നിക്ഷേപ സന്ദേശങ്ങൾ പരിശോധിക്കാതെ വിശ്വസിക്കരുതെന്ന് മുന്നറിയിപ്പ് നൽകി.,0,ART_0008,10,14,PUBLIC_IMPACT,0,0,0,1
ബാങ്കുകളുമായി ചേർന്ന് തട്ടിപ്പ് ഇടപാടുകൾ തടയാനുള്ള സംവിധാനം ശക്തമാക്കും.,0,ART_0008,11,14,GENERAL_DETAIL,0,0,0,0
ബോധവൽക്കരണ പരിപാടികൾ വിജയകരമായാൽ സംസ്ഥാനതലത്തിൽ വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0008,12,14,POSSIBLE_FUTURE,0,1,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0008,13,14,GENERAL_DETAIL,0,0,0,0
ഇടുക്കി: കുടിവെള്ള ക്ഷാമം പരിഹരിക്കാൻ പുതിയ പൈപ്പ്‌ലൈൻ പദ്ധതി ആരംഭിക്കുമെന്ന് ജല അതോറിറ്റി അറിയിച്ചു.,1,ART_0009,0,15,EVENT,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0009,1,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ സമീപ പഞ്ചായത്തുകളിലേക്കും വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0009,2,15,POSSIBLE_FUTURE,0,1,0,0
ജലനഷ്ടം കുറയ്ക്കാൻ മീറ്ററിംഗ് സംവിധാനം ശക്തമാക്കും.,0,ART_0009,3,15,GENERAL_DETAIL,0,0,0,0
പ്രവർത്തനങ്ങൾ പൂർത്തിയാകുന്നതുവരെ ടാങ്കർ ലോറികളിലൂടെ വെള്ളം വിതരണം ചെയ്യും.,0,ART_0009,4,15,GENERAL_DETAIL,0,0,0,0
വേനൽക്കാലത്ത് സ്ഥിരമായ കുടിവെള്ള വിതരണം ഉറപ്പാക്കുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0009,5,15,PURPOSE_GOAL,0,0,0,0
പദ്ധതിക്കായി 18 കോടി രൂപ അനുവദിച്ചതായി സർക്കാർ വ്യക്തമാക്കി.,1,ART_0009,6,15,BUDGET,3,0,0,0
പ്രാദേശിക ജനപ്രതിനിധികളുമായി ആലോചിച്ച ശേഷം അന്തിമ സമയക്രമം പ്രഖ്യാപിക്കും.,0,ART_0009,7,15,GENERAL_DETAIL,0,0,0,0
സാങ്കേതിക തടസ്സങ്ങൾ ഒഴിവാക്കാൻ പ്രത്യേക മേൽനോട്ട സംഘം രൂപീകരിക്കും.,0,ART_0009,8,15,IMPLEMENTATION_DETAIL,0,0,0,0
പഴയ പൈപ്പുകൾ മാറ്റി പുതിയ ഉയർന്ന ശേഷിയുള്ള പൈപ്പുകളാണ് സ്ഥാപിക്കുക.,0,ART_0009,9,15,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0009,10,15,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0009,11,15,GENERAL_DETAIL,0,0,0,0
ഗതാഗത വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0009,12,15,GENERAL_DETAIL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ കട്ടപ്പന, അടിമാലി, മൂന്നാർ പ്രദേശങ്ങളിലെ ഏകദേശം 5000 കുടുംബങ്ങൾക്ക് പദ്ധതിയുടെ പ്രയോജനം ലഭിക്കും.",1,ART_0009,13,15,SCALE,4,0,0,0
പണി നടക്കുന്നതിനാൽ ചില റോഡുകളിൽ താൽക്കാലിക ഗതാഗത നിയന്ത്രണം ഉണ്ടാകുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0009,14,15,PUBLIC_IMPACT,0,0,0,0
കോഴിക്കോട്: ഓൺലൈൻ തട്ടിപ്പ് പരാതികൾ വർധിച്ചതിനെ തുടർന്ന് സൈബർ സുരക്ഷാ ബോധവൽക്കരണ കാമ്പയിൻ ആരംഭിച്ചു.,1,ART_0010,0,13,EVENT,0,0,0,0
പരാതി രജിസ്റ്റർ ചെയ്യാൻ ഓൺലൈൻ പോർട്ടലും ഉപയോഗിക്കാമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0010,1,13,GENERAL_DETAIL,0,0,0,0
വിദ്യാർത്ഥികൾക്കും മുതിർന്ന പൗരന്മാർക്കും പ്രത്യേക ക്ലാസുകൾ സംഘടിപ്പിക്കും.,0,ART_0010,2,13,GENERAL_DETAIL,0,0,0,0
ബോധവൽക്കരണ പരിപാടികൾ വിജയകരമായാൽ സംസ്ഥാനതലത്തിൽ വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0010,3,13,POSSIBLE_FUTURE,0,1,0,0
സോഷ്യൽ മീഡിയയിലൂടെ ലഭിക്കുന്ന നിക്ഷേപ സന്ദേശങ്ങൾ പരിശോധിക്കാതെ വിശ്വസിക്കരുതെന്ന് മുന്നറിയിപ്പ് നൽകി.,0,ART_0010,4,13,PUBLIC_IMPACT,0,0,0,1
"ആദ്യഘട്ടത്തിൽ പേരൂർക്കട, കഴക്കൂട്ടം, നെയ്യാറ്റിൻകര മേഖലകളിലെ കോളേജുകൾ, ബാങ്കുകൾ, വ്യാപാരകേന്ദ്രങ്ങൾ എന്നിവിടങ്ങളിലാണ് കാമ്പയിൻ നടത്തുക.",1,ART_0010,5,13,SCALE,1,0,0,0
സൈബർ തട്ടിപ്പിന് ഇരയായാൽ ഉടൻ 1930 എന്ന ഹെൽപ്‌ലൈൻ നമ്പറിൽ പരാതി നൽകണമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0010,6,13,PUBLIC_IMPACT,3,0,0,1
ബാങ്കുകളുമായി ചേർന്ന് തട്ടിപ്പ് ഇടപാടുകൾ തടയാനുള്ള സംവിധാനം ശക്തമാക്കും.,0,ART_0010,7,13,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0010,8,13,GENERAL_DETAIL,0,0,0,0
കഴിഞ്ഞ മാസം മാത്രം ജില്ലയിൽ 50 പരാതികൾ ലഭിച്ചതായി സൈബർ സെൽ വ്യക്തമാക്കി.,0,ART_0010,9,13,GENERAL_DETAIL,3,0,0,0
പൊലീസ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0010,10,13,GENERAL_DETAIL,0,0,0,0
"വ്യാജ ലിങ്കുകൾ, ഒടിപി തട്ടിപ്പ്, നിക്ഷേപ വാഗ്ദാനങ്ങൾ എന്നിവയെക്കുറിച്ച് പൊതുജനങ്ങളെ മുന്നറിയിപ്പുകൽപ്പിക്കുകയാണ് ലക്ഷ്യം.",1,ART_0010,11,13,PURPOSE_GOAL,0,0,0,1
"അപരിചിതരോട് ഒടിപി, ബാങ്ക് വിവരങ്ങൾ, പാസ്‌വേഡ് എന്നിവ പങ്കിടരുതെന്ന് പൊലീസ് നിർദേശിച്ചു.",1,ART_0010,12,13,PUBLIC_IMPACT,0,0,0,0
കോഴിക്കോട്: ഓൺലൈൻ തട്ടിപ്പ് പരാതികൾ വർധിച്ചതിനെ തുടർന്ന് സൈബർ സുരക്ഷാ ബോധവൽക്കരണ കാമ്പയിൻ ആരംഭിച്ചു.,1,ART_0011,0,14,EVENT,0,0,0,0
സൈബർ തട്ടിപ്പിന് ഇരയായാൽ ഉടൻ 1930 എന്ന ഹെൽപ്‌ലൈൻ നമ്പറിൽ പരാതി നൽകണമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0011,1,14,PUBLIC_IMPACT,3,0,0,1
"വ്യാജ ലിങ്കുകൾ, ഒടിപി തട്ടിപ്പ്, നിക്ഷേപ വാഗ്ദാനങ്ങൾ എന്നിവയെക്കുറിച്ച് പൊതുജനങ്ങളെ മുന്നറിയിപ്പുകൽപ്പിക്കുകയാണ് ലക്ഷ്യം.",1,ART_0011,2,14,PURPOSE_GOAL,0,0,0,1
ബാങ്കുകളുമായി ചേർന്ന് തട്ടിപ്പ് ഇടപാടുകൾ തടയാനുള്ള സംവിധാനം ശക്തമാക്കും.,0,ART_0011,3,14,GENERAL_DETAIL,0,0,0,0
വിദ്യാർത്ഥികൾക്കും മുതിർന്ന പൗരന്മാർക്കും പ്രത്യേക ക്ലാസുകൾ സംഘടിപ്പിക്കും.,0,ART_0011,4,14,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0011,5,14,GENERAL_DETAIL,0,0,0,0
